Division2,Extranjero,Altura,Peso,Edad,PiernaPreferida,Posicion,Valor,SueldoMensual,CalidadActual,CalidadPotencial
Argentina (Metropolitan Zone),NO,162,60,24,Diestro,Mediocampista,350000,6000,98,104
Argentina (Premier Division),NO,172,60,19,Diestro,Defensor,215000,100,79,104
Argentina (Metropolitan Zone),NO,170,66,23,Diestro,Defensor,235000,5600,97,104
Argentina (Premier Division),NO,183,72,16,Ambidiestro,Defensor,180000,100,75,104
Argentina (Interior Zone),NO,179,77,20,Diestro,Defensor,100000,20,85,104
Argentina (Premier Division),NO,187,80,18,Diestro,Delantero,225000,2000,92,104
Argentina (Second Division),NO,180,69,18,Diestro,Arquero,125000,20,74,104
Argentina (Premier Division),NO,187,79,19,Diestro,Mediocampista,275000,100,82,104
Argentina (Metropolitan Zone),NO,186,82,23,Diestro,Delantero,300000,4400,95,104
Argentina (Second Division),NO,179,66,16,Diestro,Mediocampista,150000,20,72,104
Argentina (Second Division),NO,171,66,20,Zurdo,Mediocampista,175000,20,90,104
Argentina (Second Division),NO,177,73,29,Zurdo,Mediocampista,525000,7200,103,103
Argentina (Metropolitan Zone),NO,175,71,20,Diestro,Delantero,190000,20,80,103
Argentina (Second Division),NO,180,78,30,Diestro,Mediocampista,500000,6000,102,103
Argentina (Second Division),NO,168,61,19,Diestro,Mediocampista,195000,20,82,103
Argentina (Metropolitan Zone),NO,177,75,31,Diestro,Mediocampista,400000,6400,102,103
Argentina (Second Division),NO,194,83,20,Diestro,Defensor,150000,20,80,103
Argentina (Premier Division),NO,177,68,20,Diestro,Defensor,170000,100,81,103
Argentina (Metropolitan Zone),NO,188,82,26,Diestro,Defensor,475000,7200,102,103
Argentina (Second Division),NO,183,75,20,Zurdo,Defensor,135000,20,80,103
Argentina (Interior Zone),NO,175,75,29,Zurdo,Mediocampista,195000,4000,102,103
Argentina (Interior Zone),SI,186,87,20,Diestro,Arquero,73000,2400,86,103
Argentina (Metropolitan Zone),NO,183,81,28,Diestro,Arquero,245000,6000,99,103
Argentina (Second Division),NO,180,72,18,Zurdo,Delantero,150000,20,73,103
Argentina (Interior Zone),NO,184,79,23,Zurdo,Defensor,150000,3300,94,103
Argentina (Metropolitan Zone),NO,171,67,26,Diestro,Defensor,235000,4800,102,103
Argentina (Premier Division),NO,180,65,16,Zurdo,Delantero,230000,100,86,103
Argentina (Metropolitan Zone),NO,176,69,18,Zurdo,Mediocampista,105000,20,75,103
Argentina (Metropolitan Zone),NO,178,80,23,Diestro,Delantero,185000,3600,94,103
Argentina (Metropolitan Zone),NO,164,64,18,Diestro,Arquero,75000,20,75,103
Argentina (Interior Zone),NO,186,80,23,Diestro,Defensor,74000,1800,81,103
Argentina (Metropolitan Zone),NO,185,83,39,Zurdo,Defensor,29500,5200,99,103
Argentina (Interior Zone),NO,182,78,30,Diestro,Mediocampista,195000,4000,98,103
Argentina (Interior Zone),NO,183,84,31,Diestro,Defensor,150000,4000,102,103
Argentina (Second Division),NO,167,64,20,Diestro,Defensor,125000,2100,78,103
Argentina (Interior Zone),NO,188,94,26,Diestro,Arquero,205000,5200,102,103
Argentina (Premier Division),NO,185,72,17,Diestro,Delantero,250000,100,88,103
Argentina (Premier Division),NO,185,75,19,Diestro,Defensor,425000,100,89,103
Argentina (Second Division),NO,171,70,33,Diestro,Mediocampista,100000,4800,103,103
Argentina (Metropolitan Zone),NO,178,75,27,Diestro,Delantero,350000,6400,102,103
Argentina (Premier Division),NO,173,70,18,Diestro,Defensor,350000,100,90,103
Argentina (Premier Division),NO,173,70,19,Diestro,Mediocampista,180000,100,86,103
Argentina (Interior Zone),NO,175,68,21,Diestro,Mediocampista,87000,1700,79,103
Argentina (Second Division),NO,189,75,20,Diestro,Mediocampista,180000,2100,80,103
Argentina (Premier Division),NO,164,56,18,Diestro,Mediocampista,230000,100,87,103
Argentina (Metropolitan Zone),NO,187,83,29,Diestro,Delantero,350000,5200,100,103
Argentina (Second Division),NO,176,61,16,Diestro,Mediocampista,115000,1600,75,103
Argentina (Metropolitan Zone),NO,187,71,23,Diestro,Arquero,130000,3300,87,103
Argentina (Premier Division),NO,167,72,19,Zurdo,Delantero,250000,100,90,103
Argentina (Second Division),NO,171,62,20,Diestro,Delantero,135000,20,85,103
Argentina (Metropolitan Zone),NO,169,65,22,Zurdo,Defensor,88000,2300,85,103
Argentina (Second Division),NO,178,69,19,Diestro,Delantero,170000,20,75,103
Argentina (Metropolitan Zone),NO,185,78,23,Diestro,Defensor,115000,2100,87,103
Argentina (Premier Division),NO,185,74,19,Zurdo,Defensor,225000,100,90,103
Argentina (Metropolitan Zone),NO,173,72,25,Diestro,Mediocampista,325000,6800,100,103
Argentina (Second Division),NO,177,68,20,Diestro,Mediocampista,230000,100,89,103
Argentina (Metropolitan Zone),NO,184,81,32,Diestro,Mediocampista,165000,5200,99,103
Argentina (Interior Zone),NO,176,71,28,Zurdo,Delantero,205000,3500,100,103
Argentina (Metropolitan Zone),NO,175,74,24,Zurdo,Mediocampista,84000,1800,83,103
Argentina (Second Division),NO,160,55,20,Diestro,Delantero,190000,2100,80,103
Argentina (Second Division),NO,176,68,18,Diestro,Delantero,625000,100,94,103
Argentina (Interior Zone),NO,172,73,28,Zurdo,Delantero,375000,6800,103,103
Argentina (Premier Division),NO,178,68,19,Zurdo,Mediocampista,275000,100,82,103
Argentina (Interior Zone),NO,191,77,18,Diestro,Delantero,165000,20,82,103
Argentina (Second Division),NO,173,61,16,Diestro,Delantero,115000,20,73,103
Argentina (Second Division),NO,177,77,25,Diestro,Delantero,350000,3700,94,103
Argentina (Premier Division),SI,171,60,17,Diestro,Mediocampista,145000,100,65,103
Argentina (Interior Zone),NO,180,78,22,Zurdo,Defensor,79000,2200,89,103
Argentina (Premier Division),NO,175,69,20,Diestro,Mediocampista,625000,100,95,103
Argentina (Interior Zone),NO,179,72,19,Diestro,Defensor,96000,2100,80,103
Argentina (Second Division),NO,169,60,19,Zurdo,Mediocampista,150000,1600,85,103
Argentina (Metropolitan Zone),NO,182,86,25,Diestro,Defensor,300000,5200,100,103
Argentina (Premier Division),NO,180,67,17,Diestro,Defensor,150000,100,75,103
Argentina (Second Division),NO,176,63,17,Zurdo,Defensor,135000,20,79,103
Argentina (Metropolitan Zone),NO,180,77,22,Diestro,Delantero,175000,3300,87,103
Argentina (Metropolitan Zone),NO,183,76,22,Diestro,Delantero,83000,1800,87,103
Argentina (Second Division),NO,177,67,18,Diestro,Delantero,155000,20,82,103
Argentina (Metropolitan Zone),NO,165,65,27,Diestro,Defensor,300000,6400,102,103
Argentina (Interior Zone),NO,178,71,24,Diestro,Mediocampista,155000,3400,95,103
Argentina (Metropolitan Zone),NO,171,76,27,Diestro,Defensor,275000,4400,102,103
Argentina (Second Division),NO,174,66,18,Diestro,Delantero,180000,20,78,103
Argentina (Interior Zone),NO,183,78,29,Diestro,Arquero,155000,3800,98,103
Argentina (Interior Zone),NO,176,72,22,Zurdo,Mediocampista,88000,2100,87,103
Argentina (Metropolitan Zone),NO,177,68,20,Diestro,Delantero,105000,2300,80,103
Argentina (Interior Zone),NO,193,104,30,Diestro,Arquero,215000,5600,96,103
Argentina (Interior Zone),NO,179,80,27,Diestro,Delantero,210000,3100,99,103
Argentina (Second Division),NO,172,66,25,Diestro,Delantero,450000,5200,97,103
Argentina (Second Division),SI,184,78,21,Diestro,Defensor,28500,400,89,103
Argentina (Second Division),NO,166,67,30,Zurdo,Defensor,425000,6400,103,103
Argentina (Metropolitan Zone),NO,187,76,20,Diestro,Mediocampista,98000,2500,80,103
Argentina (Second Division),NO,174,67,19,Diestro,Delantero,185000,20,90,103
Argentina (Interior Zone),NO,176,72,23,Zurdo,Defensor,210000,4400,96,103
Argentina (Premier Division),NO,181,79,20,Diestro,Defensor,325000,100,91,103
Argentina (Metropolitan Zone),NO,179,76,27,Diestro,Mediocampista,325000,4400,102,103
Argentina (Premier Division),NO,186,78,20,Diestro,Defensor,170000,100,85,103
Argentina (Metropolitan Zone),NO,183,82,37,Diestro,Defensor,30500,6800,100,103
Argentina (Second Division),NO,184,82,24,Zurdo,Defensor,725000,7600,99,103
Argentina (Premier Division),NO,176,67,18,Zurdo,Delantero,180000,100,84,103
Argentina (Second Division),NO,183,78,20,Diestro,Defensor,350000,20,90,103
Argentina (Interior Zone),NO,181,71,19,Zurdo,Defensor,58000,1700,80,103
Argentina (Second Division),NO,173,70,26,Zurdo,Defensor,235000,3300,100,103
Argentina (Second Division),NO,189,90,19,Diestro,Delantero,140000,20,77,103
Argentina (Metropolitan Zone),NO,173,69,22,Zurdo,Defensor,130000,3000,85,103
Argentina (Premier Division),NO,183,81,20,Diestro,Delantero,300000,100,90,103
Argentina (Premier Division),NO,167,62,19,Zurdo,Mediocampista,170000,100,84,103
Argentina (Premier Division),NO,167,62,20,Diestro,Mediocampista,190000,100,80,103
Argentina (Metropolitan Zone),NO,187,84,28,Diestro,Arquero,400000,6800,102,103
Argentina (Second Division),NO,170,61,18,Zurdo,Delantero,190000,2200,80,102
Argentina (Premier Division),NO,176,73,20,Zurdo,Mediocampista,215000,2000,90,102
Argentina (Premier Division),NO,174,74,19,Diestro,Mediocampista,175000,100,82,102
Argentina (Premier Division),NO,194,81,19,Zurdo,Defensor,200000,100,90,102
Argentina (Metropolitan Zone),NO,178,66,25,Diestro,Mediocampista,325000,5200,99,102
Argentina (Metropolitan Zone),NO,167,59,24,Diestro,Delantero,475000,5200,98,102
Argentina (Premier Division),NO,183,67,17,Zurdo,Arquero,115000,100,75,102
Argentina (Metropolitan Zone),NO,165,63,25,Zurdo,Mediocampista,245000,4400,99,102
Argentina (Metropolitan Zone),NO,181,74,25,Zurdo,Delantero,325000,5200,99,102
Argentina (Metropolitan Zone),NO,178,72,19,Diestro,Mediocampista,120000,20,80,102
Argentina (Interior Zone),NO,171,65,20,Diestro,Mediocampista,115000,20,88,102
Argentina (Interior Zone),NO,165,62,32,Diestro,Defensor,195000,7200,100,102
Argentina (Interior Zone),NO,173,69,28,Zurdo,Defensor,185000,4400,99,102
Argentina (Interior Zone),NO,181,77,30,Diestro,Delantero,240000,4400,95,102
Argentina (Interior Zone),SI,175,71,21,Diestro,Mediocampista,155000,3300,86,102
Argentina (Second Division),NO,185,80,20,Diestro,Arquero,130000,20,85,102
Argentina (Metropolitan Zone),NO,180,70,29,Zurdo,Defensor,325000,6400,101,102
Argentina (Premier Division),NO,184,77,19,Diestro,Defensor,325000,100,92,102
Argentina (Interior Zone),NO,183,81,25,Diestro,Delantero,400000,5600,101,102
Argentina (Metropolitan Zone),NO,170,63,23,Diestro,Mediocampista,250000,2300,90,102
Argentina (Second Division),NO,184,76,19,Diestro,Arquero,135000,20,78,102
Argentina (Metropolitan Zone),NO,172,66,23,Zurdo,Defensor,175000,3900,90,102
Argentina (Metropolitan Zone),NO,169,72,24,Diestro,Mediocampista,245000,5200,94,102
Argentina (Premier Division),NO,167,63,20,Diestro,Mediocampista,300000,100,95,102
Argentina (Second Division),NO,176,68,19,Zurdo,Mediocampista,180000,2400,90,102
Argentina (Interior Zone),NO,169,67,22,Diestro,Delantero,78000,1800,85,102
Argentina (Premier Division),NO,173,72,23,Diestro,Delantero,155000,3000,96,102
Argentina (Metropolitan Zone),NO,170,67,26,Diestro,Mediocampista,325000,6400,101,102
Argentina (Second Division),NO,168,63,19,Zurdo,Defensor,160000,2300,90,102
Argentina (Metropolitan Zone),NO,185,84,27,Diestro,Delantero,83000,4000,98,102
Argentina (Second Division),NO,185,76,20,Diestro,Arquero,150000,20,82,102
Argentina (Second Division),NO,167,61,17,Zurdo,Mediocampista,170000,20,80,102
Argentina (Premier Division),NO,167,63,21,Zurdo,Defensor,215000,2200,84,102
Argentina (Interior Zone),NO,179,81,21,Diestro,Delantero,97000,1900,77,102
Argentina (Interior Zone),NO,182,82,30,Diestro,Defensor,205000,4800,95,102
Argentina (Second Division),NO,176,72,26,Zurdo,Mediocampista,600000,4800,101,102
Argentina (Interior Zone),NO,182,74,24,Diestro,Mediocampista,195000,4000,94,102
Argentina (Second Division),NO,184,75,22,Diestro,Defensor,130000,1600,84,102
Argentina (Premier Division),NO,193,82,19,Diestro,Delantero,200000,100,81,102
Argentina (Interior Zone),NO,170,65,26,Diestro,Mediocampista,98000,2100,94,102
Argentina (Metropolitan Zone),NO,174,70,26,Diestro,Mediocampista,235000,4400,101,102
Argentina (Metropolitan Zone),NO,187,84,25,Diestro,Defensor,425000,6000,98,102
Argentina (Second Division),NO,171,69,18,Diestro,Mediocampista,150000,20,89,102
Argentina (Interior Zone),NO,188,80,23,Diestro,Defensor,145000,3600,86,102
Argentina (Second Division),NO,177,71,23,Zurdo,Mediocampista,7250,760,96,102
Argentina (Premier Division),NO,189,73,17,Diestro,Delantero,250000,100,92,102
Argentina (Second Division),NO,173,67,18,Diestro,Mediocampista,155000,20,74,102
Argentina (Interior Zone),NO,180,77,28,Diestro,Delantero,350000,6800,97,102
Argentina (Premier Division),NO,185,74,17,Zurdo,Delantero,200000,100,80,102
Argentina (Premier Division),NO,194,84,20,Diestro,Defensor,215000,100,88,102
Argentina (Premier Division),NO,171,61,19,Diestro,Mediocampista,215000,100,76,102
Argentina (Second Division),NO,178,71,18,Diestro,Mediocampista,145000,20,82,102
Argentina (Second Division),NO,178,71,19,Zurdo,Defensor,325000,20,102,102
Argentina (Interior Zone),NO,170,68,32,Diestro,Mediocampista,145000,4800,96,102
Argentina (Interior Zone),NO,176,68,18,Diestro,Delantero,88000,20,76,102
Argentina (Metropolitan Zone),NO,189,78,18,Diestro,Mediocampista,95000,20,80,102
Argentina (Interior Zone),NO,180,72,25,Diestro,Arquero,110000,3000,98,102
Argentina (Interior Zone),NO,187,76,26,Diestro,Delantero,135000,2500,94,102
Argentina (Interior Zone),NO,176,69,22,Zurdo,Mediocampista,120000,2400,86,102
Argentina (Metropolitan Zone),NO,174,68,20,Diestro,Delantero,110000,20,79,102
Argentina (Interior Zone),NO,178,69,22,Diestro,Mediocampista,205000,3500,90,102
Argentina (Premier Division),NO,169,74,19,Diestro,Delantero,215000,100,85,102
Argentina (Interior Zone),NO,184,70,26,Zurdo,Delantero,350000,6000,101,102
Argentina (Premier Division),NO,172,71,20,Zurdo,Defensor,215000,2000,96,102
Argentina (Premier Division),NO,174,70,18,Zurdo,Defensor,170000,100,80,102
Argentina (Premier Division),SI,180,68,16,Diestro,Defensor,30000,220,69,102
Argentina (Second Division),NO,177,70,18,Diestro,Defensor,100000,20,75,102
Argentina (Metropolitan Zone),SI,176,70,31,Zurdo,Defensor,170000,5200,101,102
Argentina (Second Division),NO,183,76,20,Diestro,Mediocampista,275000,20,93,102
Argentina (Metropolitan Zone),NO,184,74,18,Diestro,Arquero,66000,20,72,102
Argentina (Second Division),NO,180,70,20,Zurdo,Defensor,150000,20,79,102
Argentina (Interior Zone),NO,177,77,27,Diestro,Arquero,215000,5200,101,102
Argentina (Second Division),NO,189,78,25,Diestro,Mediocampista,300000,5200,99,102
Argentina (Metropolitan Zone),NO,183,73,29,Diestro,Defensor,300000,5600,101,102
Argentina (Second Division),NO,178,67,15,Diestro,Mediocampista,145000,20,80,102
Argentina (Metropolitan Zone),NO,186,81,19,Diestro,Delantero,300000,3800,90,102
Argentina (Premier Division),NO,176,70,19,Zurdo,Mediocampista,225000,100,77,102
Argentina (Metropolitan Zone),NO,170,59,18,Zurdo,Mediocampista,120000,20,80,102
Argentina (Interior Zone),NO,176,71,27,Zurdo,Mediocampista,275000,5600,100,102
Argentina (Interior Zone),NO,188,82,32,Diestro,Defensor,92000,4800,98,102
Argentina (Second Division),NO,185,76,19,Diestro,Mediocampista,190000,20,78,102
Argentina (Metropolitan Zone),NO,182,73,17,Diestro,Defensor,94000,20,72,102
Argentina (Metropolitan Zone),NO,183,75,26,Diestro,Defensor,275000,5600,99,102
Argentina (Premier Division),NO,186,77,19,Diestro,Mediocampista,86000,100,70,102
Argentina (Second Division),SI,189,75,22,Diestro,Defensor,2900,200,84,102
Argentina (Premier Division),NO,179,66,16,Diestro,Mediocampista,190000,100,70,102
Argentina (Metropolitan Zone),NO,181,79,27,Diestro,Defensor,185000,3800,101,102
Argentina (Metropolitan Zone),NO,181,70,26,Zurdo,Mediocampista,275000,4400,101,102
Argentina (Second Division),NO,176,70,25,Diestro,Mediocampista,94000,2000,86,102
Argentina (Second Division),NO,174,60,16,Diestro,Mediocampista,150000,20,72,102
Argentina (Premier Division),NO,183,73,17,Diestro,Arquero,140000,100,82,102
Argentina (Interior Zone),NO,179,68,20,Diestro,Mediocampista,95000,20,79,102
Argentina (Premier Division),NO,193,79,16,Diestro,Defensor,195000,100,82,101
Argentina (Premier Division),NO,182,80,19,Diestro,Defensor,450000,100,93,101
Argentina (Premier Division),NO,185,77,19,Diestro,Arquero,325000,100,87,101
Argentina (Second Division),NO,180,68,19,Diestro,Mediocampista,140000,20,88,101
Argentina (Interior Zone),NO,182,80,26,Zurdo,Defensor,130000,2800,100,101
Argentina (Second Division),NO,183,79,28,Diestro,Mediocampista,275000,3100,98,101
Argentina (Premier Division),NO,181,75,20,Diestro,Mediocampista,650000,100,95,101
Argentina (Premier Division),NO,186,89,18,Zurdo,Defensor,225000,100,80,101
Argentina (Second Division),NO,178,75,21,Diestro,Mediocampista,125000,1800,78,101
Argentina (Premier Division),NO,179,69,18,Diestro,Delantero,175000,100,80,101
Argentina (Interior Zone),NO,165,55,18,Diestro,Mediocampista,120000,20,78,101
Argentina (Second Division),NO,172,64,17,Diestro,Delantero,140000,20,68,101
Argentina (Metropolitan Zone),NO,179,77,24,Diestro,Mediocampista,300000,5200,98,101
Argentina (Premier Division),NO,171,69,19,Diestro,Mediocampista,240000,100,90,101
Argentina (Interior Zone),NO,173,74,26,Zurdo,Mediocampista,350000,6000,100,101
Argentina (Premier Division),NO,169,63,17,Diestro,Defensor,155000,100,76,101
Argentina (Interior Zone),NO,180,78,22,Zurdo,Delantero,125000,2300,85,101
Argentina (Premier Division),NO,181,69,16,Zurdo,Defensor,325000,100,85,101
Argentina (Metropolitan Zone),NO,184,76,19,Diestro,Delantero,155000,2700,85,101
Argentina (Metropolitan Zone),NO,191,89,34,Diestro,Defensor,38000,5600,100,101
Argentina (Interior Zone),NO,170,67,24,Diestro,Mediocampista,145000,3300,93,101
Argentina (Premier Division),NO,176,72,22,Zurdo,Mediocampista,195000,3600,90,101
Argentina (Second Division),NO,175,63,16,Diestro,Defensor,81000,20,66,101
Argentina (Interior Zone),NO,181,83,27,Diestro,Arquero,275000,6800,100,101
Argentina (Interior Zone),NO,187,77,24,Diestro,Mediocampista,80000,2300,87,101
Argentina (Interior Zone),NO,182,75,24,Diestro,Mediocampista,88000,2000,90,101
Argentina (Metropolitan Zone),NO,172,66,26,Diestro,Defensor,300000,6000,100,101
Argentina (Interior Zone),NO,184,75,24,Diestro,Delantero,275000,5200,98,101
Argentina (Interior Zone),NO,173,73,30,Zurdo,Defensor,250000,6000,100,101
Argentina (Interior Zone),NO,190,85,25,Zurdo,Arquero,78000,2300,85,101
Argentina (Interior Zone),NO,182,78,26,Zurdo,Arquero,250000,5600,100,101
Argentina (Metropolitan Zone),NO,181,73,26,Diestro,Mediocampista,250000,4800,98,101
Argentina (Premier Division),NO,186,81,19,Diestro,Defensor,325000,100,92,101
Argentina (Second Division),NO,171,70,21,Diestro,Mediocampista,150000,2400,95,101
Argentina (Second Division),NO,191,80,19,Zurdo,Arquero,125000,20,81,101
Argentina (Premier Division),NO,179,70,19,Diestro,Mediocampista,240000,100,92,101
Argentina (Metropolitan Zone),NO,172,70,22,Zurdo,Mediocampista,165000,3400,87,101
Argentina (Premier Division),NO,181,73,19,Diestro,Defensor,180000,100,85,101
Argentina (Metropolitan Zone),NO,182,79,27,Diestro,Defensor,300000,6800,100,101
Argentina (Premier Division),NO,168,59,20,Diestro,Mediocampista,225000,100,90,101
Argentina (Second Division),NO,181,74,28,Zurdo,Mediocampista,350000,4400,100,101
Argentina (Metropolitan Zone),NO,165,65,22,Zurdo,Delantero,120000,2000,92,101
Argentina (Interior Zone),NO,176,74,26,Zurdo,Defensor,225000,4800,100,101
Argentina (Premier Division),NO,178,76,19,Diestro,Delantero,150000,100,75,101
Argentina (Interior Zone),NO,180,79,28,Diestro,Defensor,235000,4400,99,101
Argentina (Premier Division),NO,183,74,18,Diestro,Mediocampista,190000,100,85,101
Argentina (Metropolitan Zone),NO,190,84,33,Diestro,Delantero,77000,3700,94,101
Argentina (Metropolitan Zone),NO,185,80,26,Zurdo,Arquero,375000,6400,100,101
Argentina (Interior Zone),NO,169,69,23,Diestro,Mediocampista,175000,3100,89,101
Argentina (Premier Division),NO,192,89,17,Diestro,Arquero,275000,100,85,101
Argentina (Premier Division),NO,176,68,19,Diestro,Mediocampista,240000,100,80,101
Argentina (Premier Division),NO,161,56,20,Zurdo,Defensor,350000,100,93,101
Argentina (Second Division),NO,174,67,20,Zurdo,Defensor,210000,20,89,101
Argentina (Premier Division),NO,172,74,22,Diestro,Delantero,200000,1900,85,101
Argentina (Metropolitan Zone),NO,170,67,24,Zurdo,Mediocampista,450000,6000,98,101
Argentina (Premier Division),NO,177,68,18,Diestro,Delantero,240000,100,78,101
Argentina (Metropolitan Zone),NO,197,104,20,Zurdo,Defensor,325000,3000,97,101
Argentina (Second Division),NO,168,57,17,Diestro,Mediocampista,145000,20,70,101
Argentina (Second Division),NO,180,70,29,Diestro,Mediocampista,325000,6400,101,101
Argentina (Second Division),NO,172,64,17,Diestro,Delantero,170000,20,85,101
Argentina (Interior Zone),NO,189,83,22,Diestro,Delantero,350000,3300,92,101
Argentina (Premier Division),NO,178,71,20,Zurdo,Mediocampista,350000,100,98,101
Argentina (Second Division),NO,173,64,17,Zurdo,Mediocampista,180000,20,85,101
Argentina (Interior Zone),NO,186,84,26,Diestro,Delantero,105000,2000,91,101
Argentina (Premier Division),NO,169,62,21,Diestro,Delantero,275000,3000,85,101
Argentina (Metropolitan Zone),NO,192,80,22,Diestro,Arquero,115000,3400,85,101
Argentina (Metropolitan Zone),NO,178,74,22,Diestro,Delantero,155000,3100,85,101
Argentina (Second Division),NO,184,74,18,Diestro,Defensor,155000,20,86,101
Argentina (Interior Zone),NO,178,76,31,Diestro,Mediocampista,165000,3500,90,101
Argentina (Metropolitan Zone),NO,180,72,20,Diestro,Defensor,130000,3300,84,101
Argentina (Interior Zone),SI,178,73,20,Diestro,Delantero,13000,400,84,101
Argentina (Second Division),NO,171,75,26,Diestro,Mediocampista,400000,4800,100,101
Argentina (Interior Zone),NO,186,85,26,Diestro,Defensor,245000,4800,100,101
Argentina (Premier Division),NO,157,55,18,Diestro,Mediocampista,215000,100,87,101
Argentina (Interior Zone),NO,186,75,32,Zurdo,Defensor,105000,4800,94,101
Argentina (Premier Division),NO,179,70,22,Diestro,Mediocampista,195000,2000,85,101
Argentina (Second Division),NO,176,67,20,Diestro,Mediocampista,130000,1600,78,101
Argentina (Interior Zone),NO,186,82,27,Zurdo,Defensor,300000,6000,100,101
Argentina (Second Division),NO,172,65,19,Diestro,Mediocampista,150000,20,78,101
Argentina (Metropolitan Zone),NO,176,71,23,Zurdo,Mediocampista,145000,3000,90,101
Argentina (Second Division),NO,176,71,20,Zurdo,Defensor,135000,20,70,101
Argentina (Interior Zone),NO,187,84,26,Diestro,Defensor,300000,5200,100,101
Argentina (Second Division),NO,169,61,21,Zurdo,Mediocampista,140000,2100,78,101
Argentina (Premier Division),NO,163,55,17,Zurdo,Delantero,220000,100,84,101
Argentina (Metropolitan Zone),NO,173,63,18,Zurdo,Mediocampista,170000,20,78,101
Argentina (Second Division),NO,173,62,32,Diestro,Mediocampista,250000,5600,100,101
Argentina (Second Division),NO,180,79,23,Zurdo,Mediocampista,275000,3100,94,101
Argentina (Metropolitan Zone),NO,175,73,32,Zurdo,Defensor,160000,5200,100,101
Argentina (Premier Division),NO,196,81,19,Diestro,Delantero,375000,100,85,100
Argentina (Metropolitan Zone),NO,180,75,26,Diestro,Delantero,105000,2000,83,100
Argentina (Second Division),NO,179,72,20,Diestro,Mediocampista,145000,2100,85,100
Argentina (Metropolitan Zone),NO,174,68,19,Diestro,Defensor,79000,20,67,100
Argentina (Metropolitan Zone),NO,175,62,21,Diestro,Defensor,79000,1900,75,100
Argentina (Interior Zone),NO,185,75,20,Zurdo,Mediocampista,145000,2800,90,100
Argentina (Second Division),NO,182,85,20,Diestro,Delantero,155000,20,85,100
Argentina (Second Division),NO,183,79,29,Diestro,Arquero,300000,4800,96,100
Argentina (Interior Zone),NO,180,70,24,Zurdo,Mediocampista,250000,4400,94,100
Argentina (Second Division),NO,178,69,19,Zurdo,Mediocampista,120000,2100,85,100
Argentina (Interior Zone),NO,184,76,19,Diestro,Arquero,130000,20,76,100
Argentina (Premier Division),NO,175,63,16,Zurdo,Defensor,170000,100,85,100
Argentina (Interior Zone),SI,174,72,25,Zurdo,Mediocampista,135000,3200,93,100
Argentina (Interior Zone),NO,176,64,24,Diestro,Mediocampista,75000,1600,85,100
Argentina (Interior Zone),NO,178,77,26,Diestro,Delantero,95000,2200,87,100
Argentina (Metropolitan Zone),NO,188,79,20,Diestro,Defensor,85000,20,72,100
Argentina (Premier Division),NO,177,73,19,Zurdo,Defensor,425000,100,92,100
Argentina (Interior Zone),NO,183,83,31,Diestro,Delantero,240000,5200,97,100
Argentina (Interior Zone),NO,181,82,32,Diestro,Defensor,145000,5200,96,100
Argentina (Metropolitan Zone),NO,181,76,29,Zurdo,Defensor,275000,5600,99,100
Argentina (Metropolitan Zone),NO,166,64,33,Diestro,Delantero,140000,5200,99,100
Argentina (Premier Division),NO,180,73,19,Zurdo,Defensor,185000,100,83,100
Argentina (Interior Zone),NO,169,71,31,Diestro,Mediocampista,165000,5200,94,100
Argentina (Premier Division),NO,178,68,18,Diestro,Delantero,225000,100,88,100
Argentina (Second Division),NO,175,78,25,Diestro,Mediocampista,325000,3800,99,100
Argentina (Second Division),NO,163,60,24,Diestro,Mediocampista,450000,5200,97,100
Argentina (Interior Zone),NO,185,75,24,Zurdo,Defensor,77000,2100,87,100
Argentina (Interior Zone),NO,184,76,21,Diestro,Delantero,125000,2500,90,100
Argentina (Second Division),NO,175,70,21,Zurdo,Defensor,240000,3000,85,100
Argentina (Interior Zone),NO,178,76,25,Diestro,Mediocampista,145000,3200,97,100
Argentina (Second Division),NO,175,70,20,Diestro,Delantero,165000,20,85,100
Argentina (Interior Zone),NO,166,68,24,Zurdo,Delantero,185000,3200,88,100
Argentina (Metropolitan Zone),NO,180,83,22,Diestro,Defensor,61000,1500,84,100
Argentina (Metropolitan Zone),NO,174,69,28,Diestro,Mediocampista,250000,4400,95,100
Argentina (Second Division),NO,175,57,20,Diestro,Defensor,155000,20,78,100
Argentina (Interior Zone),NO,190,88,25,Diestro,Arquero,62000,2000,84,100
Argentina (Second Division),NO,187,79,19,Diestro,Arquero,67000,20,75,100
Argentina (Interior Zone),NO,166,64,21,Zurdo,Mediocampista,135000,2500,83,100
Argentina (Second Division),NO,192,80,20,Diestro,Arquero,98000,20,76,100
Argentina (Second Division),NO,181,74,21,Diestro,Mediocampista,145000,1700,80,100
Argentina (Interior Zone),NO,177,64,17,Diestro,Delantero,105000,20,72,100
Argentina (Interior Zone),NO,182,71,31,Diestro,Arquero,115000,3200,97,100
Argentina (Metropolitan Zone),NO,183,81,24,Diestro,Delantero,275000,5200,96,100
Argentina (Second Division),NO,170,61,23,Diestro,Mediocampista,450000,3600,94,100
Argentina (Interior Zone),NO,174,73,24,Zurdo,Defensor,160000,3200,88,100
Argentina (Interior Zone),NO,184,80,28,Zurdo,Defensor,245000,5200,98,100
Argentina (Second Division),NO,180,74,19,Diestro,Arquero,185000,20,91,100
Argentina (Second Division),NO,192,80,18,Diestro,Arquero,190000,100,80,100
